Progreso;"Estimado/a estudiante, bienvenido/a a la encuesta “Retroalimentación para el Aprendizaje”. El propósito de esta encuesta es favorecer la comprensión acerca de cómo podemos mejorar las prácticas de retroalimentación sobre la evaluación en las universidades. En esta encuesta nos interesa la retroalimentación relacionada con una tarea de evaluación (calificada o no calificada) de una asignatura. Por retroalimentación, nos referimos a la información que ayuda a los estudiantes a mejorar su desempeño en tareas futuras. Completar esta encuesta no debe tomar más de 30 minutos y todas sus respuestas serán anónimas    Si decide hacer parte de este proceso, por favor lea el siguiente consentimiento informado. Agradecemos de antemano su amable participación.     Yo, he sido invitado/a a participar como sujeto en la aplicación virtual de la encuesta ""Retroalimentación para el Aprendizaje"". Los datos recogidos se utilizarán para una investigación que tiene como objetivo generar orientaciones para promover prácticas efectivas de retroalimentación formativa en el contexto universitario. Entiendo que mi participación en el presente estudio es voluntaria y que puedo retirarme en cualquier momento, sin que esto conlleve ningún tipo de penalidad. ¿Estoy de acuerdo en participar en el presente estudio?";P1;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P10.1;P11;P11Otra;P12;P12Otra;P13a;P13b;P13c;P13d;P13e;P13f;P13g;P13h;P13i;P13j;P13jOtra;P13k;P13.1;P14;P14Otra;P15;P16;P16Otra;P17;P18;P18Otra;P19a;P19b;P19c;P19d;P19e;P20;P21a;P21b;P21c;P21d;P22a;P22b;P22c;P22d;P23;P23Otra;P24;P24Otra;P25;P26a;P26b;P26c;P26d;P26e;P26f;P26g;P26h;P26i;P26j;P26j;P26l;P26m;P26n;P26o;P27a;P27b;P27c;P28a;P28b;P29;P30;P31;P32;P33;P33Otra;P34;P34Otra;P35;P36;P36.1;P36.1AMP;P36.2;P37;P37AMP
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad de la Guajira;Lic. En etnoeducacion interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En dos;Ingles ;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición;;Trabajé en grupo;;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Después de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;4;4;5;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;Darle un mejor desarrollo a lo ya establecido por medio de los comentarios constructivos.. Y tener conocimiento de mis debilidades y destrezas. ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Rara vez;Nunca;Siempre;Frecuentemente;Frecuentemente;Rara vez;Ocasionalmente;Nunca;En desacuerdo;En desacuerdo;En desacuerdo;Aprendizaje autonomo;2022 1 semestre ;Tube en cuanta mis falencias... Y las perfeccione la mas que pude. ;E tenido mejores resultados de la misma. ;Ninguna ;Dar su punto de vista desde una crítica constructiva... ;Hombre;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducación e interculturalidad ;Menos de un año;Entre 3.6 y 4.0;En cinco;Concepción y modelos pedagógicos;Calificaciones y comentarios;La misma que esperaba;Presentación oral/exposición;;Trabajé en grupo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Correo electrónico;;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;5;5;Comentarios dados personalmente;;Comentarios dados personalmente;;Explicar ciertas temática para mejoramiento de cada estudiante en su nivel de aprendizaje.;Siempre;Frecuentemente;Siempre;Siempre;No puedo dar una opinión;Siempre;Siempre;Frecuentemente;Siempre;Siempre;Siempre;Ocasionalmente;Siempre;Siempre;Nunca;En desacuerdo;En desacuerdo;En desacuerdo;Electiva 1 ;1 semestre, 2022;Las necesidades que tenemos como estudiantes;Por el mejoramiento del desempeño académico de cada estudiante;En la clase de Epistemología que no supe redactar o entender lo que se hablaba en la clase;Buscar maneras y entender a los estudiantes ;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayuunaiki ;Bueno;Prefiero no decirlo;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;licenciatura en etnoeducacion e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En cinco;epistemologia, ejercicios y normas;Calificaciones y comentarios;Más alta de lo esperado;Ensayo escrito,Examen,Examen corto/quiz,Diario/blog/texto de reflexión;;Trabajé solo;;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Extremadamente útiles;Copia impresa (ej. Documento impreso),Correo electrónico,Plataforma educativa (ej. LMS, Moodle, Brightspace);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios dados personalmente;;Totalmente en desacuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;4;5;5;5;Comentarios escritos a mano en un documento escaneado,Comentarios dados personalmente,Grabación de audio;;Comentarios dados personalmente,Rúbrica calificada;;donde se expresa opiniones del docente sobre el estudiante ya sea que tuvo un error en la tarea y  la fortaleza y debilidades de un estudiante para formar su buen aprendizaje.;Siempre;Siempre;Siempre;Frecuentemente;Siempre;Frecuentemente;Frecuentemente;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Frecuentemente;Siempre;Siempre;De acuerdo;Muy de acuerdo;Muy de acuerdo;epistemologia;1 semestre ;al hablar con el profesor y que me corrijiera sobre los errores de la tarea;en el proceso de querer  aprender mas me funciono bien;hise la tarea mal y el profe no me corrijio;es hablar mas con los estudiantes, es sus debilidades de aprendizaje;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);wayunaiki;Excelente;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad de la Guajira;Lic. En etnoeducación ;Menos de un año;No estoy seguro/a;En más de cinco;CONCEPCIONES Y MODELOS PEDAGÓGICOS  ;Solo comentarios;;Presentación oral/exposición;;Trabajé en grupo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Otro (Por favor especifique en el siguiente recuadro);Taller en clase ;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento escaneado,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;5;5;5;5;Comentarios dados personalmente;;Comentarios dados personalmente;;Dejar claro algún tema en específico ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Epistemología De La Investigación ;Primer semestre (2) 2022;La docente explicó de manera detallada el tema y con mi atención puesta en ella, se logró que la retroalimentación haya sido efectiva.;Porque a la hora de exponer x o y tema, mis compañeros hayan entendido ;Hubo un profesor que no explicó de manera detalla cierto tema, sino que lo hizo de manera rápida y nadie entendió ;Capacitar a sus docentes ;Hombre;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad;Menos de un año;Entre 3.6 y 4.0;En ninguna;No se ;Calificaciones y comentarios;La misma que esperaba;Examen;;Trabajé solo;;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Mis familiares;Después de la entrega;;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;No podría dar una opinión;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;5;5;5;5;Comentarios dados personalmente;;Comentarios dados personalmente;;Es fortalecernos en la comprension  de nuestros propios conocimientos ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Rara vez;Frecuentemente;Nunca;En desacuerdo;En desacuerdo;En desacuerdo;Concepcion y modelos pedagogicos emergentes;Primer semestre de 2022;Comprension critica Comprension del tema;Por mi rendimiento academico;No he tenido ;Tener encuenta a todos los estudiantes;Hombre;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Lic etnoeducacion;Menos de un año;Entre 3.6 y 4.0;En ninguna;Concepción y modelos pedagogícos  emergentes;Solo comentarios;;Ensayo escrito,Presentación oral/exposición,Examen,Portafolio/proyecto,Examen corto/quiz;;Trabajé en grupo;;Antes de la entrega,Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;;Después de la entrega;Muy útiles;Copia impresa (ej. Documento impreso),Correo electrónico,Plataforma educativa (ej. LMS, Moodle, Brightspace),Software de detección de plagios (ej. Turnitin);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso;;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente en desacuerdo;De acuerdo;De acuerdo;5;5;5;4;Comentarios escritos a mano en una copia impresa,Comentarios escritos a mano en un documento escaneado,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Comentarios escritos a mano en una copia impresa,Comentarios escritos a mano en un documento escaneado,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente;;Tener encuenta y la retroalimentación lo aprendí durante la clase ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;En desacuerdo;En desacuerdo;En desacuerdo;Concepción;2022 primer semestre;Dinámica ;Por la forma como va evolucionando el aprendizaje;Siempre fue efectivo;Nuevas alternativas;Mujer;;Colombia;;1 - 4 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad ;Menos de un año;Entre 3.0 y 3.5;En una;Electiva II;Calificaciones y comentarios;Más baja de lo esperado;Diario/blog/texto de reflexión;;Trabajé solo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega,Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Después de la entrega;;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;El profesor no brindó comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso;;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;No puedo dar una opinión;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;4;4;4;4;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en una copia impresa;;Es retomar lo aprendido y evaluarnos para  desarrollar cognitivamente durante y después de los procesos académicos.;Ocasionalmente;Ocasionalmente;Frecuentemente;Siempre;Rara vez;Frecuentemente;Frecuentemente;Ocasionalmente;Siempre;Frecuentemente;Frecuentemente;Frecuentemente;Ocasionalmente;Frecuentemente;Nunca;De acuerdo;De acuerdo;No puedo dar una opinión;Electiva II;Primer semestre 2022;Prepararme para la retroalimentación;Si ha sido satisfactoria ya que nos proporciona mejorar la capacidad de comprender.;No fue muy efectiva ya que no da opción de superarnos nuestra capacidad mental ;Tratar de buscar a los estudiantes y aplicarlas cada final de un corte;Mujer;;Colombia;;Más de 12 años;Sí;;;;Prefiero no decirlo;
100;De acuerdo;30 - 35;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante internacional de medio tiempo;Universidad de la Guajira;Licenciatura en etnoeducacion e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En más de cinco;Concepciones y modelos pedagógicos ;Solo comentarios;;Diario/blog/texto de reflexión;;Trabajé solo;;Antes de la entrega,Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Tutor;Antes de la entrega;Extremadamente útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 2 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Rúbrica calificada;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;5;5;5;5;Comentarios escritos a mano en una copia impresa,Comentarios escritos a mano en un documento escaneado,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio,Grabación de vídeo,Rúbrica calificada,Otro (Por favor especifique en el siguiente recuadro);;Comentarios escritos a mano en una copia impresa,Comentarios escritos a mano en un documento escaneado,Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio,Grabación de vídeo,Rúbrica calificada;;Favorecer la comprensión acerca de cómo aprendemos ;Siempre;Siempre;Siempre;Siempre;Nunca;Siempre;Siempre;Frecuentemente;Siempre;Frecuentemente;Frecuentemente;Siempre;Ocasionalmente;Rara vez;Nunca;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Concepción y modelos pedagógicos ;I semestre 2022;La retroalimentación favorece al aprendizaje significativo de los estudiantes ;Por qué logra que los estudiantes llenen esos vacíos que tienes en cuanto al tema ;Estoy muy satisfecho con todos los docentes, ya que hacen uso de la retroalimentación ;Es de vital importancia que la retroalimentación se realice frecuentemente , ya que todos no aprenden al mismo ritmo ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante internacional a tiempo completo;Universidad de la Guajira;Licenciaturas etnoeducacion intercultural ;Menos de un año;Entre 3.6 y 4.0;En una;Concepción modelo pedagógica ;Calificaciones y comentarios;Más alta de lo esperado;Ensayo escrito,Presentación oral/exposición,Examen,Portafolio/proyecto,Examen corto/quiz;;Trabajé solo;;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Después de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso;;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;5;1;1;3;Comentarios escritos a mano en una copia impresa;;Comentarios dados personalmente;;Conocer más sobre nosotros mismo;Frecuentemente;Ocasionalmente;Siempre;Siempre;Frecuentemente;Siempre;Siempre;Nunca;Frecuentemente;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Concepción y modelo pedagógica ;En primer semestre 2022;Me ayudó mucho ;Por la preguntas, me hizo aprenderlo mas;Estas es la primera qur he hecho;Siii ;Mujer;;Colombia;;Más de 12 años;No;Sí, otro (Por favor especifique en el siguiente recuadro);Wayunaiki;Bueno;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad de la Guajira;Licenciatura etnoeducacion e interculturalidad ;Menos de un año;Entre 4.1 y 4.5;En tres;Concepción de modelos pedagógicos ;Calificaciones y comentarios;Más alta de lo esperado;Otra (Por favor especifique en el siguiente recuadro);Relatoria y entre otras actividades ;Trabajé solo;;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Ninguna ;Antes de la entrega,Después de la entrega;Muy útiles;Correo electrónico;;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Anotaciones electrónicas (ej. Comentarios en Word o PDF);;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;En desacuerdo;De acuerdo;4;2;4;3;Otro (Por favor especifique en el siguiente recuadro);Al clasroom;Rúbrica calificada;;Mejorar  a nuestro desempeño académico. ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Rara vez;Rara vez;Siempre;Siempre;Siempre;Siempre;Nunca;Nunca;De acuerdo;En desacuerdo;En desacuerdo;Ejercicios y normas de escritura ;1 cohorte;A usar los signos de puntuación.   Y al interpretar un texto;Me ayudó a mejor de como argumentar para que un texto tenga coherencia ;Ninguna;Que cada profesor haga siempre la retroalimentación ;Mujer;;Colombia;;Menos de 1 año;Sí;;;;No;
